ISBN,Book-Title,Year-Of-Publication,Author-ID,Book-Author
0373242190,"Family Kind Of Wedding  (That Special Woman/Forever Family) (Silhouette Special Edition, 1219)",1998,3438,Steve Jackson
067163156X,TO DIE IN BEVERLY HILLS,1989,3870,Gerald Petievich
0380541718,Luck Runs Out (Peter Shandy Mysteries),1984,3871,Charlotte MacLeod
0749300663,Coming of Age,1989,3872,Jonathon Havard
0821221817,The National Parks : A Postcard Folio Book,1995,3873,Ansel Adams
0684146010,Finally I'm a Doctor,1976,3874,Neil Shulman
0441007163,V.I. (Ace Science Fiction),2000,3875,Don Debrandt
0345391829,"Life, the Universe, and Everything (Hitchhiker's Trilogy (Paperback))",1995,2867,DOUGLAS ADAMS
0345253884,Roadmarks,1980,1562,Roger Zelazny
0609603086,The Hammer of Eden: A Novel,1998,97,Ken Follett
0425187152,"Don't Cry for Me, Hot Pastrami",2002,3876,Sharon Kahn
0553282816,The Blooding,1989,3877,JOSEPH WAMBAUGH
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),1990,855,Sue Grafton
0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),1989,855,Sue Grafton
0812580141,"The Kingless Land (Band of Four, Vol. 1)",2001,3878,Ed Greenwood
0374281947,Personal Injuries,1999,8,Scott Turow
0345420438,The Tailor of Panama,1997,3642,John Le Carre
0689300549,The Farthest Shore,1972,1482,Ursula K. Le Guin
0345384911,Crystal Line,1993,373,Anne McCaffrey
0345332997,"A Man Rides Through (Mordant's Need, Vol 2)",1987,901,Stephen R. Donaldson
0451194101,Tanner on Ice: An Evan Tanner Novel (Tanner Mystery Series),1999,2445,Lawrence Block
0451191013,The Regulators,2002,120,Stephen King
0553564943,Magician: Apprentice (Riftwar Saga),1993,3879,RAYMOND FEIST
0886772370,The Spell Sword,1987,730,Marion Zimmer Bradley
0671637185,The RAGMAN'S SON,1989,3880,Kirk Douglas
0140154787,Temptation (Penguin Graphic Fiction),1991,3881,Glenn Dakin
0751514403,Margin of the Bulls,1996,3882,Jeffrey Robinson
2070361381,Cousine Bette,1995,3883,Honoré de Balzac
2070381161,Cest Beau Une Ville La Nuit,0,3884,Richard Bohringer
2070380599,Au bonheur des ogres (Collectiom Folio),1993,1682,Daniel Pennac
2070368823,Barrage Contre Le Pacifique,1970,2509,Marguerite Duras
2020477815,Le Pingouin,2001,589,
2253151165,L'Inceste,2001,3885,Christine Angot
284205461X,Soleil en solde,2000,589,
2277220620,,1986,3429,Philippe Djian
038073124X,His Name Is Ron,1997,3886,W &amp; M Hoffer
0002713276,Bell' Antonio,1994,3887,Vitaliano Brancati
8433966715,El Dios de Las Pequenas Cosas,2001,180,Arundhati Roy
0375725849,Perfume: The Story of a Murderer (Vintage International),2001,1440,Patrick Suskind
0345318587,The Hobbit,1981,3888,J R R Tolkien
0345340973,"Shoot Low, Boys-They're Ridin' Shetland Ponies",1987,118,Lewis Grizzard
0440106443,The Black Marble,1993,3889,Joseph Wambaugh
0515104531,Physical Evidence,1990,3890,Arthur Lyons
0553238450,Delta Star,1984,3889,Joseph Wambaugh
0671701231,The Anastasia Syndrome,1991,46,Mary Higgins Clark
0553290266,Golden Orange,1991,3889,Joseph Wambaugh
038072541X,Hit Man,1999,2445,Lawrence Block
0449204553,A Walk Across America,1989,1855,Peter Jenkins
0446605409,Plum Island,1998,1489,Nelson DeMille
0061009504,Shinju,1996,2872,Laura Joh Rowland
0142002399,The Shape of Water,2002,3891,Andrea Camilleri
8804497033,LA Scomparsa Di Pato,2002,3891,Andrea Camilleri
8804393661,Le maschere: Romanzo (Scrittori italiani),1995,3892,Luigi Malerba
0330328743,Butcher Boy,0,3893,Patrick Mccabe
8807811464,Il Filo Dell'orizzonte,0,2349,Antonio Tabucchi
2070376990,"Dix Heures Et Demie Du Soir En Ete (Folio, No 1699)",1992,2509,Marguerite Duras
2264034882,,2002,2747,John Kennedy Toole
8845218139,Tecniche di seduzione,1991,3698,Andrea De Carlo
0786711256,Sherlock Holmes and the Giant Rat of Sumantra (Otto Penzler Book),2002,3894,Alan Vanneman
0446605956,The Spirit Caller (Molly Bearpaw Mysteries),1998,3895,Jean Hager
1864484098,Antonio S and the Mystery of Theodore Guzman (Little Ark Book),1997,3896,Odo Hirsch
0399136479,Childhood,1991,1340,Bill Cosby
0679776818,Birdsong: A Novel of Love and War,1997,1143,Sebastian Faulks
0812508424,Shadows Linger : A Novel of the Black Company (Chronicles of The Black Company),1990,3897,Glen Cook
0812555333,She Is The Darkness : Book Two of Glittering Stone: A Novel of the Black Company (Chronicles of The Black Company),1998,3897,Glen Cook
0312931123,Cat Magic,1986,3898,Jonathan Barry
1569711240,Bettie Page: Queen of Hearts,1995,3899,Jim Silke
0441007880,"Scion's Lady (Gil trilogy, Book 2)",2000,3900,Rebecca Bradley
0441007090,"Lady in Gil (Gil trilogy, Book 1)",2000,3900,Rebecca Bradley
0812540034,Illumination,2002,3901,Terry McGarry
0451458842,The Glasswrights' Journeyman,2002,3902,Mindy L. Klasky
0345382455,The High Queen: The Tale of Guinevere and King Arthur Continues (High Queen),1995,3903,Nancy McKenzie
0446610771,Warchild,2002,3904,Karin Lowachee
0812520076,Dark Seeker,1987,3905,K.W. Jeter
0679416773,Ripley Under Water,1992,717,Patricia Highsmith
0812555171,Expiration Date,1996,926,Tim Powers
0963784617,Quietus,2002,3906,Vivian Schilling
B00009ANY9,Cane River,2001,2451,Lalita Tademy
0440224713,Total Recall: A V.I. Warshawski Novel,2002,552,Sara Paretsky
0425096440,13 Fatal Errors Managers Make and How You Can Avoid Them,1995,3907,W. Steven Brown
0553280414,A Separate Peace,1985,2742,John Knowles
0373484232,Stanislaski Sisters,2001,299,Nora Roberts
0064410137,"The Slippery Slope (A Series of Unfortunate Events, Book 10)",2003,629,Lemony Snicket
0373291108,Lady Of The Keep (Harlequin Historical),2000,3908,Sharon Schulze
1402710658,Classic Whodunits,2003,3909,Stanley Smith
0446600377,A Prince Among Men,1994,2096,Robert N. Charrette
0451410610,The Ice Child,2002,3910,Elizabeth McGregor
0345440765,The World Below (Ballantine Reader's Circle),2002,3911,SUE MILLER
0836251822,"I'M Not Anti-Business, I'M Anti-Idiot-Dilbert",1998,1703,Scott Adams
0763616087,Stoner and Spaz,2002,3912,Ronald Koertge
3453209613,Per Anhalter durch die Galaxis. Sammelband.,2001,154,Douglas Adams
0517706814,The Law of Love,1996,618,Laura Esquivel
0590044931,Ramona the Pest,1976,509,Beverly Cleary
0590630938,The Dragonslayers Apprentice (Point Fantasy),1998,3913,David Calder
0439087961,Riding Freedom (Scholastic Signature),1999,3914,Pam Munoz Ryan
0141303786,"The Further Adventures of Hank the Cowdog (Hank the Cowdog, 2)",1998,2272,John R. Erickson
069401110X,The Secret Garden (Book and Charm),1998,1081,Frances Hodgson Burnett
0786842431,I Was Dan Marino (Super Bowl Switch #3),1997,3915,Korman
068981934X,Home Run Hero (Scrappers),1999,3916,Dean Hughes
0671737295,MY TEACHER IS AN ALIEN : MY TEACHER IS AN ALIEN,1990,1059,Bruce Coville
081673416X,"Karen' Perfect Match (Boyfriend Club, No 3)",1994,3917,Janet Quin-Harkin
0439323738,Lucy's (Completely Cool and Totally True) E-Journal,2002,3918,Jane Harrington
0440496039,Wolves of Willoughby Chase (Wolves Chronicles),1987,3919,Joan Aiken
0689710682,Mrs. Frisby and the Rats of Nimh,1986,3920,Robert C. O'Brien
0590462318,The Toilet Paper Tigers,1995,1863,Gordon Korman
0394846656,Mystery of the Nervous Lion (Three Investigators (Library)),1981,3921,Nick West
0590458078,Camp Murphy,1993,3922,Colleen O'Shaughnessy McKenna
0152099905,The Borrowers,1989,2524,Mary Norton
0671745670,SPACE BRAT (SPACE BRAT 1) : SPACE BRAT,1992,1059,Bruce Coville
157765692X,The Last of the Mohicans (Great Illustrated Classics),2002,3923,James Fenimore Cooper
1577658043,The Time Machine (Great Illustrated Classics),2002,515,H. G. Wells
0382243579,Up a Road Slowly,1993,3924,Irene Hunt
0590523465,"Welcome Home, Mary Anne (Baby-Sitters Club Friends Forever, 11)",2000,1864,Ann M. Martin
0140319301,The Wild Children,1985,3925,Felice Holman
0816728798,Book of Dragons (Watermill Classics),1992,3926,Evelyn Nesbit
0440472091,Ramona the Pest (Ramona Quimby (Paperback)),1982,509,Beverly Cleary
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),2001,1529,J. K. Rowling
0688160867,Sideways Stories from Wayside School,1998,980,Louis Sachar
0590673181,"The Deadly Experiments of Dr. Eeek (Give Yourself Goosebumps, No 4)",1996,1202,R. L. Stine
0380712369,Strider (Cleary Reissue),1992,509,Beverly Cleary
0679804021,Treasure Island (Bullseye Step Into Classics),1990,3927,LISA NORBY
0671798340,The SEARCH FOR SNOUT: BRUCE COVILLE'S ALIEN ADVENTURES : THE SEARCH FOR SNOUT: BRUCE COVILLE'S ALIEN ADVENTURES,1995,1059,Bruce Coville
0020418809,CADDIE WOODLAWN,1970,705,Carol Ryrie Brink
0449701778,Baby-Sitting Is a Dangerous Job,1987,3704,Willo Davis Roberts
0821730002,Jack Anderson Presents the Young Astronauts (Young Astronauts),1990,3928,Rick North
014034893X,"Roll of Thunder, Hear My Cry",1991,3929,Mildred D. Taylor
0590483463,Revenge of the Lawn Gnomes (Goosebumps #34),1995,1202,R. L. Stine
0385498799,Bee Season,2000,1952,Myla Goldberg
0140366660,The Secret Garden (Puffin Classics),1994,1081,Frances Hodgson Burnett
0060278250,Abhorsen (The Abhorsen Trilogy),2003,2573,Garth Nix
0060278234,Lirael: Daughter of the Clayr,2001,2573,Garth Nix
0064471837,Sabriel (The Abhorsen Trilogy),1997,2573,Garth Nix
0345366239,The Eight,1995,1816,Katherine Neville
0330262130,Restaurant At the End of the Universe,0,154,Douglas Adams
0416052029,The Dream Catcher (A Magnet Book),1988,3930,Monica Hughes
0689867034,How Not to Spend Your Senior Year,2004,3931,Cameron Dokey
0786885971,Don't Sweat The Small Stuff For Teens,2000,2076,Richard Carlson
0689870027,The Princess of Pop (Truth or Dare),2004,2618,Cathy Hopkins
0590769588,You're Invited to Mary-Kate &amp; Ashley's Christmas Party (You're Invited to Mary-Kate &amp; Ashley's),1997,3932,Ellen Reymes
0786817909,Cheetah Girls Supa-Dupa Sparkle: Books 5 - 8,2003,3933,Deborah Gregory
0060595094,New York Minute : The Movie Novelization (New York Minute),2004,24,Mary-Kate &amp; Ashley Olsen
0684832178,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),1997,3712,Kay Allenbaugh
0380807343,Coraline,2003,240,Neil Gaiman
0689859910,"Mates, Dates, and Sleepover Secrets (Mates, Dates)",2003,2618,Cathy Hopkins
0957881436,Being a Happy Teenager,2002,3934,Andrew Matthews
0140341773,Great Puffin Joke Directory (Puffin Books),1999,3935,Girling
0553577123,The Diary of a Young Girl: The Definitive Edition,1997,276,Anne Frank
0307222519,Girl Talk: Super-Cool Things to Do,1992,2133,Golden Books
0671021184,"SPYING EYES: SABRINA, THE TEENAGE WITCH #14",1998,2265,Nancy Holder
0064473627,"Knocked Out by My Nunga-Nungas : Further, Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson)",2003,217,Louise Rennison
0061008761,An Irresistible Impulse,1997,302,Barbara Delinsky
0684870827,Teens Can Make It Happen: Nine Steps for Success,2000,3936,Stedman Graham
0375727019,The Elementary Particles (Vintage International (Paperback)),2001,3937,Michel Houellebecq
042518689X,The Weedless Widow (Antique Lover's Mysteries (Prime Crime)),2002,3938,Deborah Morgan
0380752891,"Man from Mundania (Xanth Trilogy, No 12)",1990,163,Piers Anthony
0807848735,A Tree Accurst: Bobby McMillon and Stories of Frankie Silver,2000,3939,Daniel W. Patterson
0813116791,Singing Family of the Cumberlands,1988,3940,Jean Ritchie
0394744543,Love Is Hell: Special New Mini-Jumbo Edition With Extra Bonus Cartoons,1986,3941,Matt Groening
0385333501,Welcome to the Monkey House,1998,1155,Kurt Vonnegut
0316925195,Brief Interviews With Hideous Men : Stories,2000,1436,David Foster Wallace
0425176053,Come Together,2000,3942,Josie Lloyd
0330301497,Madwomans Underclothes Essays and Occasion,0,3943,Germaine Greer
0297778536,The further letters of Henry Root,1980,3944,Henry Root
0812969812,Blessings : A Novel,2003,393,ANNA QUINDLEN
0306803984,The Lincoln Reader,1990,3945,Paul M. Angle
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",1997,120,Stephen King
0451194861,"Wizard and Glass (The Dark Tower, Book 4)",1998,120,Stephen King
0852073259,The Game of Life and How to Play It,1999,3946,Florence Scovel Shinn
0452280621,Beloved,1998,20,Toni Morrison
0195042239,Prince Among Slaves (Oxford Paperbacks),1986,3947,Terry Alford
0140187375,Cannery Row (Twentieth-Century Classics),1994,639,John Steinbeck
0451166582,The Eyes of the Dragon,2001,120,Stephen King
0671019732,A Lady of the West,1997,824,Linda Howard
0671026011,The Empty Chair,2001,1011,Jeffery Deaver
0231120621,Invisible Light,2000,3948,Diana Culbertson
1895555590,Unseen,1995,3949,Lunn
0888992424,The maestro: A novel,1995,3950,Tim Wynne-Jones
088899124X,Easy Avenue,1991,3951,Brian Doyle
0006479650,Thirteenth Child,1995,3952,Karleen Bradford
0888991703,Two Moons in August,1998,3953,Martha Brooks
088899088X,Up to Low,1991,3951,Brian Doyle
0006479383,There Will Be Wolves,1994,3952,Karleen Bradford
0330375253,Bridget Jones's Diary,2001,158,Helen Fielding
0373834993,Somebody'S Dad,2002,3954,Judith Arnold
055337933X,Fierce Invalids Home from Hot Climates,2001,845,TOM ROBBINS
0002245663,Forms of Devotion: Stories and Pictures,1998,3955,Diane Schoemperlen
0385503822,The Summons,2002,19,John Grisham
0609804138,The Sweet Potato Queens' Book of Love,1999,2701,JILL CONNER BROWNE
0345439104,Drowning Ruth (Oprah's Book Club),2001,3956,CHRISTINA SCHWARZ
0316852570,The Hope : A Novel,1994,3102,Herman Wouk
0061031410,Courting Trouble,2003,544,Lisa Scottoline
0375757597,Normal Girl : A Novel,2001,3957,MOLLY JONG-FAST
0140071083,The Haunting of Hill House,1984,3958,Shirley Jackson
0345248228,Dying Inside,1976,3959,Silverberg
0374423415,Flame-Colored Taffeta,1989,3960,Rosemary Sutcliff
0743439791,The Night I Disappeared,2002,3961,Julie Reece Deaver
0192833669,"Frankenstein, Or, the Modern Prometheus: The 1818 Text (Oxford World's Classics)",1998,269,Mary Wollstonecraft Shelley
0812548221,Of Tangible Ghosts (Ghost trilogy),1995,3816,L. E. Modesitt Jr.
0380784165,Scent of Magic,1999,3962,Andre Norton
0684848406,The SECRET BOOK OF GRAZIA DEI ROSSI,1998,3963,Jacqueline Park
0446677698,One Virgin Too Many,2001,3964,Lindsey Davis
0451192990,Absolution by Murder: A Sister Fidelma Mystery (Sister Fidelma Mysteries (Paperback)),1997,3965,Peter Tremayne
0425105695,The Moving Finger (Miss Marple Mysteries (Paperback)),1994,1349,Agatha Christie
0441003524,Tarot Tales,1996,2877,Rachel Pollack
0451455835,Merlin's Harp,1997,3966,Anne Eliot Crompton
0679742565,The Game,1992,227,A. S. Byatt
0553575384,To Say Nothing of the Dog,1998,2154,Connie Willis
0449214176,Bluebeard's Egg and Other Stories,1987,338,Margaret Atwood
0061031070,Moving Target,2002,2635,Elizabeth Lowell
0425180638,The Last Precinct,2001,48,Patricia Cornwell
1853260045,Great Expectations (Wordsworth Classics),1997,233,Charles Dickens
2266051326,Le Silence des Agneaux,2000,336,Thomas Harris
0752860178,The White Mare (Dalriada Trilogy),0,3967,Jules Watson
849515708X,El Pianista del Gueto de Varsovia,2000,3968,Teresa de Los Rios
8488730179,"Muerte de Kurt Cobain, La (Alba Joven)",2000,3969,Care Santos
8488413750,Diccionario de falsas creencias,2001,3970,Miguel Catalán
0441009239,Living Dead in Dallas (Southern Vampire Mysteries),2002,3971,Charlaine Harris
0441008534,Dead Until Dark (Southern Vampire Mysteries),2001,3971,Charlaine Harris
0312924801,September,1991,3163,Rosamunde Pilcher
1857970446,Constant Friends,1993,3972,Angela Doherty
0786702427,Angel: A Novel,1995,3973,Nicholas Guild
0590477420,"The Scarecrow Walks at Midnight (Goosebumps, No 20)",1995,1202,R. L. Stine
0590477447,"Ghost Beach (Goosebumps, No 22)",1995,1202,R. L. Stine
0440222435,Loving Becky,1996,3974,Kim Lewis
0451454537,Grunts!: A Fantasy With Attitude,1997,2980,Mary Gentle
0316555525,Provenance,1979,3975,Frank McDonald
0688101194,The Manson Curse,1990,3976,Dell Shannon
0241123968,Loving attitudes,1988,3977,Rachel Billington
0060112719,The Azanian assignment,1978,3978,Iain Finlay
0671739085,BLOODY WATERS,1993,3979,Jim Wilson
0821756044,Sweet Sorcery,1997,3980,Ashland Price
0786004827,Met by Moonlight,1998,3981,Rosemary Edghill
0751516678,Hester Dark,2002,3982,Emma Blair
0297828991,Mr Foreigner,2003,3983,Matthew Kneale
0061013722,The Clairvoyant,1999,3984,Marian Thurm
0451163540,Triple,1991,97,Ken Follett
0735201994,"Peterman Rides Again: Adventures Continue with the Real \""J. Peterman\"" Through Life &amp; the Catalog Business",2000,3985,John Peterman
1414011458,No More Bobs,2003,3986,Cynthia Borris
1564029654,Owl Babies,1996,3987,Martin Waddell
0307121259,I Am a Bunny (Golden Sturdy Book),1963,3988,O. Risom
0671493183,Doggies (Boynton Board Books (Simon &amp; Schuster)),1984,3989,Sandra Boynton
0679882812,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Book),1996,827,DR SEUSS
067144901X,Moo Baa La La La,1982,3989,Sandra Boynton
0399215921,The Very Busy Spider,1989,2632,Eric Carle
0394900189,Are You My Mother (Beginner Books),1966,3990,P. D. Eastman
0394800206,"Go, Dog, Go (I Can Read It All by Myself Beginner Books)",1961,3991,Philip D. Eastman
039515023X,Curious George (Sandpiper Books),1973,3992,H. A. Rey
0953881024,Alice in Wonderland and the World Trade Center Disaster,2002,3993,David Icke
1852860596,Star Trek Giant 3: Final Frontier,1991,1983,Diane Carey
0521426219,Macbeth (Cambridge School Shakespeare),1993,326,William Shakespeare
0859344304,MS Access 97 One Step at a Time (BP),1997,3994,N. Kantaris
0671787551,Reunion (Star Trek: The Next Generation),1992,104,Michael Jan Friedman
0671869108,Shadows on the Sun (Star Trek),1994,104,Michael Jan Friedman
0812516001,The Inheritor,1984,730,Marion Zimmer Bradley
0394821998,Phantom Tollbooth,1970,3995,Norman Juster
0449208796,High Cost of Living: A Novel,1988,3996,Marge Piercy
0393318451,The Universal Donor (Norton Paperback Fiction),1998,3997,Craig Nova
0192835181,Washington Square (World's Classics),1998,429,Henry James
3518115758,Samthase und Odradek (Edition Suhrkamp),1990,3998,Ulrich Holbein
3442432073,,1996,3999,Mark Childress
1853261076,Railway Children (Wordsworth Collection),1998,4000,E. Nesbit
0786706953,The Mammoth Book of Heroic &amp; Outrageous Women (Mammoth Book),1999,4001,Gemma Alexander
0345443233,Blind Run,2003,4002,PATRICIA LEWIN
0688149626,High Crimes,1998,2442,Joseph Finder
0399145923,Carolina Moon,2000,299,Nora Roberts
0316693251,Roses Are Red,2000,109,James Patterson
0373706936,"Hiding Place (Women Who Dare) (Harlequin Superromance, No 693)",1996,1542,Margot Dalton
0804107432,Dying Young,1991,4003,Marti Leimbach
